"YYYY","MM","DD","ATMP","WTMP"
"627",2006,1,3,23.7,23.8
"867",2006,1,4,18.7,23.4
"1107",2006,1,5,19.2,23.4
"1431",2006,1,7,11.7,21.8
"167",2006,1,8,12.8,22.6
"191",2006,1,9,21.8,22.9
"215",2006,1,10,23.1,23.1
"239",2006,1,11,23.2,22.9
"260",2006,1,12,21.6,23.1
"284",2006,1,13,24,23.5
"308",2006,1,14,19.2,22.8
"332",2006,1,15,11.7,21.1
"356",2006,1,16,17,22.1
"380",2006,1,17,22.9,22.5
"403",2006,1,18,18,22.5
"427",2006,1,19,20.8,20.7
"451",2006,1,20,23.4,23.2
"475",2006,1,21,23.8,23.3
"499",2006,1,22,23.7,23
"523",2006,1,23,23.8,23.4
"547",2006,1,24,23.8,23.7
"571",2006,1,25,20.2,23.6
"595",2006,1,26,16.7,23.1
"619",2006,1,27,19.7,23.1
"643",2006,1,28,20.7,22.7
"666",2006,1,29,22.2,23.5
"690",2006,1,30,23.5,23.5
"714",2006,1,31,23.1,23.3
"737",2006,2,1,22,24.3
"761",2006,2,2,23.1,23.6
"785",2006,2,3,24.2,23.6
"809",2006,2,4,24.2,23.7
"833",2006,2,5,15.9,22.1
"857",2006,2,6,16.5,22.2
"8785",2006,2,7,20.4,22.7
"9025",2006,2,8,16,22.4
"9265",2006,2,9,12,21.8
"9505",2006,2,10,15.8,22.1
"9731",2006,2,11,22.2,21.9
"9971",2006,2,12,14.3,21.6
"10211",2006,2,13,10.4,21
"10451",2006,2,14,9.4,20.4
"10691",2006,2,15,19.8,21.5
"10931",2006,2,16,22.3,21.7
"11171",2006,2,17,22.1,22
"1137",2006,2,18,22.5,23
"1260",2006,3,19,23.3,25.2
"1284",2006,3,20,24.1,25.4
"1308",2006,3,21,24.6,25.1
"1332",2006,3,22,24.9,24.8
"1356",2006,3,23,25.3,25.3
"1380",2006,3,24,21.8,24.6
"1404",2006,3,25,13.9,23.9
"1428",2006,3,26,14,23.5
"1452",2006,3,27,16.5,22.2
"14761",2006,3,28,21.3,23.9
"15001",2006,3,29,22.5,24.4
"15241",2006,3,30,22.9,24.1
"15481",2006,3,31,23,24.2
"15721",2006,4,1,23,24.2
"15961",2006,4,2,21.8,24.9
"16201",2006,4,3,23.2,25
"1644",2006,4,4,22.2,24.9
"1668",2006,4,5,22.2,24.9
"1692",2006,4,6,20.1,24.9
"1716",2006,4,7,24.3,24.7
"1740",2006,4,8,25.1,24.9
"1764",2006,4,9,25.5,25.1
"1788",2006,4,10,23.5,25.2
"1812",2006,4,11,20.4,25.2
"1836",2006,4,12,23.5,25.3
"1860",2006,4,13,23.1,25.1
"1884",2006,4,14,23.2,25.3
"1908",2006,4,15,22.4,25.4
"1932",2006,4,16,23.8,25.7
"1956",2006,4,17,24.8,25.7
"1980",2006,4,18,24.4,25.4
"20031",2006,4,19,23,25.9
"20271",2006,4,20,25.4,25.9
"20501",2006,4,21,25.7,26.2
"20741",2006,4,22,25.2,26.3
"20981",2006,4,23,25.3,25.9
"21221",2006,4,24,25.6,26.3
"21461",2006,4,25,25.8,26.6
"21701",2006,4,26,26.1,26.6
"21941",2006,4,27,26.7,26.5
"22181",2006,4,28,21.8,26
"22421",2006,4,29,24.1,25.9
"22661",2006,4,30,23.4,25.4
"22901",2006,5,1,21.3,25.2
"23141",2006,5,2,21.9,25.4
"23381",2006,5,3,22.7,25.5
"23621",2006,5,4,23,25.7
"23861",2006,5,5,24.2,26
"24101",2006,5,6,25.6,26.5
"24341",2006,5,7,25.4,26.5
"24581",2006,5,8,25.7,26.4
"24821",2006,5,9,25.7,26.6
"25061",2006,5,10,26.1,26.6
"25302",2006,5,11,26.4,26.7
"25542",2006,5,12,27.2,26.6
"25782",2006,5,13,20.8,26.1
"26022",2006,5,14,24.7,26.4
"26262",2006,5,15,26.3,26.4
"26502",2006,5,16,24.4,26.5
"26742",2006,5,17,23.9,26.3
"26982",2006,5,18,22.2,25.6
"27222",2006,5,19,23,26
"27462",2006,5,20,23.9,26.3
"27701",2006,5,21,26.3,26.6
"27941",2006,5,22,26.8,27.1
"28181",2006,5,23,26.9,27
"28421",2006,5,24,26.5,26.9
"28661",2006,5,25,26.6,27
"28901",2006,5,26,26.8,26.8
"29141",2006,5,27,26.8,26.9
"29381",2006,5,28,26.9,27.1
"29621",2006,5,29,26.8,27.4
"29861",2006,5,30,26.1,27.7
"30101",2006,5,31,26.1,28
"30341",2006,6,1,25.4,28
"30581",2006,6,2,27.5,28.2
"30821",2006,6,3,26.7,28.1
"31061",2006,6,4,29.2,27.5
"31301",2006,6,5,26.9,27.8
"31541",2006,6,6,26.1,27.7
"31781",2006,6,7,27.6,28
"32021",2006,6,8,27.6,28.4
"32261",2006,6,9,27,28.5
"32501",2006,6,10,27.9,28.3
"32741",2006,6,11,26.5,27.9
"32981",2006,6,12,28.1,28
"33221",2006,6,13,27.5,27.5
"33461",2006,6,14,27.4,27.6
"33701",2006,6,15,27.9,27.8
"33941",2006,6,16,28.3,28.4
"34181",2006,6,17,28.2,28
"34421",2006,6,18,28,28.1
"34661",2006,6,19,28.2,28
"34901",2006,6,20,28.1,28.2
"35141",2006,6,21,28.2,28.6
"35381",2006,6,22,27.9,28.5
"35621",2006,6,23,27.4,28.4
"35861",2006,6,24,27.1,28.6
"36101",2006,6,25,27.5,28.7
"3633",2006,6,26,27.8,28.3
"3657",2006,6,27,28.2,28.3
"3681",2006,6,28,28.8,28.4
"3705",2006,6,29,28.6,28.9
"3729",2006,6,30,27.4,29.1
"3753",2006,7,1,28.6,29.1
"3777",2006,7,2,28.9,29.1
"3801",2006,7,3,27.9,29.1
"3825",2006,7,4,28,29.3
"3849",2006,7,5,28.3,29.4
"3873",2006,7,6,28.5,29.1
"3897",2006,7,7,28.6,29.2
"3921",2006,7,8,28.5,29.1
"3945",2006,7,9,27.9,29
"3969",2006,7,10,28.4,29
"3993",2006,7,11,28.5,28.9
"4017",2006,7,12,27.2,28.9
"4041",2006,7,13,26.6,28.6
"4065",2006,7,14,28.2,28.5
"4089",2006,7,15,28.1,28.6
"4113",2006,7,16,28.3,28.9
"4136",2006,7,17,27.7,28.9
"4160",2006,7,18,28.2,29.4
"4184",2006,7,19,28.3,29.5
"4208",2006,7,20,25.2,29.4
"4232",2006,7,21,27.8,29.4
"4255",2006,7,22,28,29.2
"4279",2006,7,23,28.2,29.3
"4303",2006,7,24,28.8,29.6
"4327",2006,7,25,29,29.7
"4351",2006,7,26,29,29.8
"4375",2006,7,27,29.1,29.7
"4399",2006,7,28,29.1,29.8
"4423",2006,7,29,29,29.7
"4447",2006,7,30,28.7,29.7
"4471",2006,7,31,28.8,29.8
"4495",2006,8,1,28.8,29.8
"4519",2006,8,2,28.8,29.7
"45421",2006,8,3,28.9,29.8
"45661",2006,8,4,28.9,30
"45901",2006,8,5,28.8,30
"46141",2006,8,6,29,29.7
"46381",2006,8,7,29.1,29.7
"46621",2006,8,8,27.6,29.6
"46861",2006,8,9,28.1,29.5
"4709",2006,8,10,28.4,29.5
"4733",2006,8,11,28.6,29.6
"4757",2006,8,12,28.7,29.7
"4781",2006,8,13,28.8,29.8
"4805",2006,8,14,29.2,29.6
"4829",2006,8,15,26.8,29.6
"4853",2006,8,16,25.7,29.7
"4877",2006,8,17,29.3,29.9
"4900",2006,8,18,29.3,29.8
"4924",2006,8,19,29.1,30
"4948",2006,8,20,27.3,29.9
"4972",2006,8,21,28.6,29.9
"4996",2006,8,22,28.8,30
"5020",2006,8,23,28.7,30.2
"5043",2006,8,24,29.3,30.4
"5067",2006,8,25,29.2,30.6
"5089",2006,8,26,29.1,30.5
"5113",2006,8,27,29.5,30.5
"5137",2006,8,28,29.2,30.4
"5161",2006,8,29,29.3,30.3
"51851",2006,8,30,28.4,29.9
"5208",2006,8,31,28.8,29.6
"5232",2006,9,1,28.7,29.6
"5256",2006,9,2,26.7,29.9
"5280",2006,9,3,28.7,29.6
"5327",2006,9,5,26.1,29.5
"5349",2006,9,6,29.1,29.6
"5397",2006,9,8,29.3,30.1
"5445",2006,9,10,29.5,30.2
"54681",2006,9,11,29.4,30.4
"5491",2006,9,12,29,30.3
"5514",2006,9,13,28.5,30
"5538",2006,9,14,28.5,30.4
"5562",2006,9,15,28.8,30.3
"5586",2006,9,16,29.5,30.5
"5610",2006,9,17,28.5,30.6
"5633",2006,9,18,28,30.4
"5657",2006,9,19,28.8,30.3
"5681",2006,9,20,28.2,30.2
"5705",2006,9,21,28.5,30
"5729",2006,9,22,28.6,30
"5753",2006,9,23,28.3,29.8
"5776",2006,9,24,29.1,29.9
"5800",2006,9,25,28.5,30
"5823",2006,9,26,28.8,29.9
"5847",2006,9,27,28.2,30
"5871",2006,9,28,29.3,29.9
"5895",2006,9,29,26.1,30.1
"5919",2006,9,30,26.3,30
"5943",2006,10,1,27.1,30
"5967",2006,10,2,28.6,29.8
"5991",2006,10,3,28.6,29.1
"6015",2006,10,4,27.6,29.2
"6039",2006,10,5,27.9,29.1
"6063",2006,10,6,27.9,28.7
"6087",2006,10,7,27.5,29.1
"6111",2006,10,8,27.8,29.3
"6135",2006,10,9,26.6,29.2
"6159",2006,10,10,26.2,29
"6183",2006,10,11,26.4,29
"6207",2006,10,12,27.9,28.9
"62543",2006,10,14,27.4,29
"62783",2006,10,15,27.3,28.4
"63023",2006,10,16,26.5,28.2
"63251",2006,10,17,26.7,28.6
"63491",2006,10,18,28,28.6
"6372",2006,10,19,27.8,28.8
"6396",2006,10,20,27.8,28.6
"6420",2006,10,21,27.8,28.7
"6444",2006,10,22,28,28.7
"6468",2006,10,23,27.4,28.8
"6492",2006,10,24,18.8,28
"6515",2006,10,25,19.8,27.7
"6539",2006,10,26,24.9,27.8
"6563",2006,10,27,26,27.7
"6587",2006,10,28,27.5,27.8
"6611",2006,10,29,19.1,27.4
"6635",2006,10,30,25.9,27.4
"6659",2006,10,31,27.2,27.2
"6683",2006,11,1,27.4,27.7
"6707",2006,11,2,27.3,27.8
"6731",2006,11,3,24,27.4
"6755",2006,11,4,25.8,26.2
"6779",2006,11,5,25.6,24.6
"6803",2006,11,6,25.6,24.7
"6827",2006,11,7,26.1,27.2
"6850",2006,11,8,25.1,27.2
"6874",2006,11,9,21.6,27
"6898",2006,11,10,22.1,27
"6922",2006,11,11,25.2,27
"6946",2006,11,12,22.6,26.9
"6970",2006,11,13,23.7,26.8
"6994",2006,11,14,23.5,26.6
"7018",2006,11,15,26.4,26.7
"7042",2006,11,16,26.9,26.9
"7066",2006,11,17,22,26.2
"7090",2006,11,18,19.2,25.9
"7114",2006,11,19,15.5,25.9
"7138",2006,11,20,16.8,25.7
"7162",2006,11,21,13.1,25.4
"7186",2006,11,22,13.5,25.2
"7209",2006,11,23,14,25
"7233",2006,11,24,16.2,24.7
"7257",2006,11,25,19,24.3
"7281",2006,11,26,23.8,25.4
"7305",2006,11,27,24.3,25.4
"7329",2006,11,28,25.1,25.5
"7353",2006,11,29,25.3,25.7
"7377",2006,11,30,25.7,25.7
"7401",2006,12,1,25.8,25.8
"7425",2006,12,2,25.5,25.5
"7449",2006,12,3,25.4,25.6
"7473",2006,12,4,23.4,25.9
"7497",2006,12,5,20.3,25.8
"7521",2006,12,6,23.9,25.5
"7545",2006,12,7,25,26.2
"7569",2006,12,8,18.6,25.2
"7593",2006,12,9,22.5,25.6
"7617",2006,12,10,22.9,25.2
"7641",2006,12,11,23.8,25
"7665",2006,12,12,24,24.8
"76881",2006,12,13,24.4,25.2
"77121",2006,12,14,24.8,25.6
"77361",2006,12,15,22.6,25.4
"77601",2006,12,16,23.4,25.5
"77841",2006,12,17,23.9,25.5
"78081",2006,12,18,24.9,25.3
"78321",2006,12,19,24.5,25.1
"78561",2006,12,20,24.3,23.7
"78801",2006,12,21,23.7,25
"79041",2006,12,22,25.1,25.2
"79281",2006,12,23,25.8,25.2
"79521",2006,12,24,25.8,25.3
"79761",2006,12,25,26.1,25.3
"80001",2006,12,26,21.1,25.1
"80241",2006,12,27,16.8,25.1
"80481",2006,12,28,19.5,25.3
"80721",2006,12,29,24.6,24.1
"80961",2006,12,30,25.1,25.3
"81201",2006,12,31,25,25.5
"148",2007,1,1,24.9,25.6
"388",2007,1,2,25.4,25.6
"628",2007,1,3,25.1,25.6
"868",2007,1,4,24.8,26
"1108",2007,1,5,25.5,26
"1347",2007,1,6,25.2,25.9
"1587",2007,1,7,25.6,25.9
"1827",2007,1,8,25.5,25.8
"2067",2007,1,9,17.8,25.5
"2307",2007,1,10,15.3,24.1
"2547",2007,1,11,22.8,24.6
"2787",2007,1,12,23.5,24.9
"3027",2007,1,13,23.7,24.7
"3267",2007,1,14,24.3,24.8
"3507",2007,1,15,24.1,25
"3747",2007,1,16,24.9,25.3
"3987",2007,1,17,25,25.3
"4227",2007,1,18,24.3,25.4
"4467",2007,1,19,22.6,25.3
"4707",2007,1,20,23,25.1
"4947",2007,1,21,23.8,25
"5187",2007,1,22,24.9,25.2
"5427",2007,1,23,24.2,25.1
"5667",2007,1,24,24.6,25
"5907",2007,1,25,25.3,25.6
"6147",2007,1,26,13.7,23.6
"6387",2007,1,27,21.8,23.8
"6627",2007,1,28,23.4,24.5
"6867",2007,1,29,15.1,23.3
"7107",2007,1,30,16.5,21.8
"7347",2007,1,31,17.6,23.5
"7588",2007,2,1,22.9,24.2
"7811",2007,2,2,25.2,24.3
"8051",2007,2,3,24.9,24.8
"8292",2007,2,4,23.8,24.4
"8532",2007,2,5,21.2,24.3
"8771",2007,2,6,17.5,23.8
"9011",2007,2,7,21.9,24.3
"9251",2007,2,8,22.8,24.2
"9491",2007,2,9,20.5,24.3
"9732",2007,2,10,19.5,24.2
"9972",2007,2,11,18.6,24.4
"10212",2007,2,12,22.9,23.9
"10452",2007,2,13,24.2,23.7
"10692",2007,2,14,23.5,24.2
"1092",2007,2,15,19.6,23.9
"1116",2007,2,16,15.5,23.5
"1161",2007,2,18,19.7,23
"1185",2007,2,19,10.1,20.8
"1209",2007,2,20,20.4,22.5
"1233",2007,2,21,22.4,22.4
"1257",2007,2,22,19.7,22.6
"1281",2007,2,23,18.4,22.3
"1305",2007,2,24,22,21.9
"1329",2007,2,25,23.1,22.7
"1353",2007,2,26,24.5,23
"1377",2007,2,27,24.2,23.5
"1401",2007,2,28,22.4,23.4
"1425",2007,3,1,24.7,23.9
"1449",2007,3,2,24.8,24.1
"1473",2007,3,3,24.7,24.5
"1497",2007,3,4,19.9,24.4
"1521",2007,3,5,16.3,24.1
"1545",2007,3,6,17.6,23.5
"1569",2007,3,7,21.9,23.4
"1593",2007,3,8,20.2,23.1
"1617",2007,3,9,23.2,24.4
"1641",2007,3,10,21.8,24.1
"1665",2007,3,11,21.3,24.4
"1689",2007,3,12,23.3,24.4
"1713",2007,3,13,23.1,24.2
"1737",2007,3,14,23,24.2
"1761",2007,3,15,23.8,24.3
"1785",2007,3,16,24,24.3
"1809",2007,3,17,20,23.8
"1833",2007,3,18,17.5,23.2
"1864",2007,3,20,23.1,23.9
"18864",2007,3,21,22,24.6
"19104",2007,3,22,23.4,24.4
"19344",2007,3,23,23.7,24.3
"19584",2007,3,24,23.5,24.5
"19824",2007,3,25,23.4,24.4
"20064",2007,3,26,23.6,24.6
"20304",2007,3,27,23.6,25
"20544",2007,3,28,23.5,24.9
"20784",2007,3,29,23.9,24.5
"21024",2007,3,30,23.6,24.8
"21264",2007,3,31,22.8,24.9
"21504",2007,4,1,23.4,24.8
"2173",2007,4,2,23.8,24.8
"2197",2007,4,3,24.1,24.9
"2221",2007,4,4,24.3,25
"2245",2007,4,5,24.6,25.1
"2268",2007,4,6,21.8,24.9
"2292",2007,4,7,17.4,23.8
"23151",2007,4,8,15.4,23.2
"23391",2007,4,9,23.6,24
"23631",2007,4,10,24.8,24.2
"23871",2007,4,11,22.5,24.3
"24111",2007,4,12,25.3,24.4
"24351",2007,4,13,23.6,24.3
"24591",2007,4,14,25.6,24.8
"24831",2007,4,15,26.2,25.5
"25071",2007,4,16,14.2,24.1
"2531",2007,4,17,16.6,23.8
"2555",2007,4,18,19.5,23.9
"2579",2007,4,19,21.8,23.9
"26263",2007,4,21,23,24.1
"26503",2007,4,22,22.8,24.1
"26743",2007,4,23,22.5,24.9
"26983",2007,4,24,24.2,25.7
"27223",2007,4,25,23.9,25.4
"27463",2007,4,26,24.8,25.1
"27702",2007,4,27,24.9,25.4
"27931",2007,4,28,25.5,25
"28171",2007,4,29,22.1,25.1
"28411",2007,4,30,25.7,25.7
"28651",2007,5,1,25.1,25.6
"28891",2007,5,2,26.2,26.2
"29131",2007,5,3,26.3,26.7
"2937",2007,5,4,26.6,26.7
"2961",2007,5,5,26.4,27
"2985",2007,5,6,26.2,27
"3009",2007,5,7,24.2,26.9
"3033",2007,5,8,19.7,26.5
"3057",2007,5,9,23,26.5
"3081",2007,5,10,24.2,26.5
"3105",2007,5,11,24.6,26.4
"3129",2007,5,12,24.7,26.2
"3153",2007,5,13,24.7,26.2
"3177",2007,5,14,25.5,27.3
"3201",2007,5,15,25.6,27.1
"3225",2007,5,16,25.8,27
"3273",2007,5,18,25.6,27.5
"3297",2007,5,19,25.3,27.8
"3321",2007,5,20,25.8,27.8
"3345",2007,5,21,24.8,27.7
"3369",2007,5,22,26.1,27.4
"3393",2007,5,23,25.6,27.1
"3417",2007,5,24,25.3,27
"3441",2007,5,25,24.7,26.8
"3465",2007,5,26,25.3,26.8
"34871",2007,5,27,25.6,26.4
"3510",2007,5,28,25.7,26.7
"3534",2007,5,29,25.5,26.9
"3558",2007,5,30,25.6,26.8
"3582",2007,5,31,25.5,26.7
"3606",2007,6,1,22.9,26.6
"3630",2007,6,2,26.7,26.5
"3654",2007,6,3,25.4,26.4
"3678",2007,6,4,26.9,26.3
"3702",2007,6,5,27.3,26.8
"3726",2007,6,6,26.9,27
"3750",2007,6,7,26.8,26.4
"3773",2007,6,8,26.7,26.9
"3797",2007,6,9,25.4,26.8
"3821",2007,6,10,26.3,26.8
"3869",2007,6,12,27.5,27.4
"3893",2007,6,13,24.4,27.6
"3917",2007,6,14,27.1,27.7
"3940",2007,6,15,27.2,27.9
"3964",2007,6,16,27.4,27.6
"4012",2007,6,18,27.9,27.6
"4035",2007,6,19,27.7,28.1
"4059",2007,6,20,27.4,28.1
"4082",2007,6,21,28,28.4
"4106",2007,6,22,28.2,28.7
"4130",2007,6,23,26,28.5
"4154",2007,6,24,29.2,29
"4202",2007,6,26,28,29.1
"42261",2007,6,27,26.2,29.2
"4250",2007,6,28,27.3,29.2
"4274",2007,6,29,28.1,28.9
"4298",2007,6,30,28.5,29.2
"4322",2007,7,1,26.6,29
"4346",2007,7,2,29,29
"4370",2007,7,3,28.6,29.1
"4393",2007,7,4,28.5,29.4
"4417",2007,7,5,29.2,29.9
"4441",2007,7,6,28.2,29.9
"44651",2007,7,7,29.2,30
"4489",2007,7,8,29.3,29.8
"4513",2007,7,9,28.3,29.7
"4537",2007,7,10,29.6,29.6
"4561",2007,7,11,29.3,29.6
"4585",2007,7,12,29.2,29.9
"4608",2007,7,13,29.4,30
"4632",2007,7,14,28.8,30.4
"4656",2007,7,15,28.7,30.1
"4680",2007,7,16,29.2,29.9
"47041",2007,7,17,28.8,30
"4728",2007,7,18,29.6,29.9
"4752",2007,7,19,29.3,30
"4776",2007,7,20,29.3,30.1
"4799",2007,7,21,28.9,30
"4823",2007,7,22,29.3,30.6
"4847",2007,7,23,28.6,30.2
"4871",2007,7,24,29.4,30.4
"4895",2007,7,25,29.6,30.3
"4919",2007,7,26,29.5,30.5
"49431",2007,7,27,28.8,30.7
"4967",2007,7,28,28.9,30.6
"4991",2007,7,29,28.5,30.5
"5015",2007,7,30,28.6,29.9
"5039",2007,7,31,28.9,30.1
"5063",2007,8,1,29.3,30.3
"5087",2007,8,2,28.7,29.9
"5111",2007,8,3,29.3,30.2
"5135",2007,8,4,29.6,30.3
"5159",2007,8,5,29.4,30.2
"51831",2007,8,6,29.1,30.1
"5207",2007,8,7,29,30.2
"5229",2007,8,8,29.7,30.2
"52521",2007,8,9,29.6,30.4
"52761",2007,8,10,29.7,30.2
"53001",2007,8,11,28.9,30
"53241",2007,8,12,29.4,30.4
"53481",2007,8,13,28.7,30.5
"53721",2007,8,14,29.3,30.2
"5394",2007,8,15,28.9,30.5
"5418",2007,8,16,29.2,30.7
"5442",2007,8,17,29.2,30.6
"5466",2007,8,18,28.3,30.4
"5490",2007,8,19,29.4,30
"55141",2007,8,20,29.5,29.9
"55381",2007,8,21,29.2,29.9
"55621",2007,8,22,29,29.7
"55861",2007,8,23,28.4,29.7
"56101",2007,8,24,28.9,30.1
"56331",2007,8,25,27.9,29.8
"56571",2007,8,26,29.3,29.6
"56811",2007,8,27,29.3,29.9
"57051",2007,8,28,29.3,29.8
"57291",2007,8,29,29.2,29.9
"5801",2007,9,1,28.7,29.8
"5825",2007,9,2,29.6,29.8
"5849",2007,9,3,28.7,30.4
"5873",2007,9,4,28.2,30.2
"5897",2007,9,5,29,30.2
"5921",2007,9,6,29.3,30.3
"5945",2007,9,7,29,30.2
"5969",2007,9,8,28.9,29.9
"5993",2007,9,9,27.7,30.1
"6017",2007,9,10,29.2,29.8
"6041",2007,9,11,29.2,29.7
"6065",2007,9,12,29.1,29.7
"6089",2007,9,13,29.2,29.8
"6112",2007,9,14,28.3,29.9
"6136",2007,9,15,27.7,30.1
"6160",2007,9,16,28.6,30
"6184",2007,9,17,29,30
"6208",2007,9,18,27.2,30
"6232",2007,9,19,25.2,29.9
"6256",2007,9,20,28.7,29.9
"6280",2007,9,21,28.7,29.8
"6304",2007,9,22,28.5,29.8
"6328",2007,9,23,29.1,29.8
"6352",2007,9,24,26.8,29.6
"6376",2007,9,25,26.3,29.3
"6400",2007,9,26,23.6,29
"6424",2007,9,27,24.8,29.2
"6472",2007,9,29,27.2,29.2
"6496",2007,9,30,27.1,28.9
"6520",2007,10,1,26.6,28.2
"6544",2007,10,2,28.2,27.5
"6568",2007,10,3,27.9,28.4
"6592",2007,10,4,28.3,28.8
"6616",2007,10,5,28.5,28.9
"6640",2007,10,6,28.9,28.9
"6664",2007,10,7,28.6,28.9
"6688",2007,10,8,28.6,28.8
"6712",2007,10,9,28.3,28.6
"6736",2007,10,10,28,28.8
"6760",2007,10,11,27.7,28.9
"6784",2007,10,12,28.2,28.7
"6808",2007,10,13,28.2,28.4
"6832",2007,10,14,27.8,28
"6856",2007,10,15,27.6,28.3
"6880",2007,10,16,27.7,28.2
"6904",2007,10,17,28.3,28.7
"6928",2007,10,18,28.7,28.7
"6952",2007,10,19,28.3,28.7
"6975",2007,10,20,27.5,28.8
"6999",2007,10,21,28.1,28.6
"7023",2007,10,22,28.3,28.6
"7047",2007,10,23,28.1,28.5
"7071",2007,10,24,28,28.6
"7119",2007,10,26,24.1,28.1
"7143",2007,10,27,27.9,27.9
"7167",2007,10,28,27.6,27.6
"7191",2007,10,29,27.3,27.5
"7215",2007,10,30,27.4,27.5
"7239",2007,10,31,27.2,27
"7287",2007,11,2,24.3,27.2
"7335",2007,11,4,21.3,26.7
"7359",2007,11,5,21.8,26.9
"7431",2007,11,8,18.4,27
"7503",2007,11,11,22.4,26.7
"7527",2007,11,12,24.6,26.1
"7551",2007,11,13,24.9,26.5
"7575",2007,11,14,22.1,26.6
"7647",2007,11,17,22,26
"7671",2007,11,18,24.6,25.9
"7695",2007,11,19,25,26.2
"7719",2007,11,20,24.1,25.8
"7743",2007,11,21,24.6,26
"7767",2007,11,22,25,26
"7791",2007,11,23,25.4,25.9
"7815",2007,11,24,25,25.9
"7839",2007,11,25,25.5,26
"7863",2007,11,26,24.9,26
"7887",2007,11,27,25.7,25.8
"7911",2007,11,28,25.2,25.6
"7935",2007,11,29,25.7,25.7
"7959",2007,11,30,25.4,25.8
"7983",2007,12,1,25.3,25.9
"8007",2007,12,2,25.2,25.7
"8031",2007,12,3,23,25.8
"8055",2007,12,4,23.3,25.5
"8076",2007,12,5,19.9,25.1
"8100",2007,12,6,22.5,25
"8124",2007,12,7,25.1,25.6
"8147",2007,12,8,25.3,25.4
"8171",2007,12,9,25.3,25.5
"8195",2007,12,10,25.3,25.5
"8219",2007,12,11,25.2,25.4
"8243",2007,12,12,25.1,26
"8267",2007,12,13,25.6,25.9
"8291",2007,12,14,26.1,26.2
"8315",2007,12,15,25.9,26.2
"8339",2007,12,16,26.4,26.4
"8363",2007,12,17,13.6,25.3
"8435",2007,12,20,23.4,25.3
"8459",2007,12,21,23.4,25.3
"8555",2007,12,25,21.8,24.7
"8579",2007,12,26,21.9,24.9
"8603",2007,12,27,24.9,25.6
"8627",2007,12,28,25.2,25.5
"8651",2007,12,29,25.1,25.5
"8675",2007,12,30,25.1,25.4
"8699",2007,12,31,25.2,25.3
"149",2008,1,1,25.1,25.2
"389",2008,1,2,10.6,24.1
"629",2008,1,3,5.5,22
"869",2008,1,4,13.8,23.8
"1109",2008,1,5,21,24.2
"1348",2008,1,6,22.9,24.3
"1588",2008,1,7,23.5,24.5
"1828",2008,1,8,23,24.4
"2308",2008,1,10,23.7,24.4
"2548",2008,1,11,23.7,24.4
"2788",2008,1,12,24.4,24.4
"3028",2008,1,13,24.4,24.3
"3268",2008,1,14,21.4,24.2
"3748",2008,1,16,21.9,23.8
"3989",2008,1,17,24.5,23.9
"4228",2008,1,18,24.5,23.8
"4468",2008,1,19,24.8,23.9
"4949",2008,1,21,21.6,23.9
"5188",2008,1,22,23.6,24
"5428",2008,1,23,24.3,23.7
"5668",2008,1,24,20.1,24
"5909",2008,1,25,20.1,24.4
"6149",2008,1,26,21.6,24.5
"6389",2008,1,27,22.4,24.2
"6629",2008,1,28,14.1,21.3
"7109",2008,1,30,21.1,23.6
"7349",2008,1,31,23.3,23.7
"7589",2008,2,1,23.6,23.4
"7827",2008,2,2,23.2,23.7
"8067",2008,2,3,23.8,23.5
"8307",2008,2,4,24.1,23.6
"8545",2008,2,5,23.9,24.5
"8786",2008,2,6,24.7,24.2
"9266",2008,2,8,24.9,25.3
"9506",2008,2,9,25.3,24.9
"9985",2008,2,11,22,24.2
"10224",2008,2,12,23.7,24.8
"10464",2008,2,13,25.3,24.4
"10944",2008,2,15,23.4,24.1
"11184",2008,2,16,24.2,24.3
"11424",2008,2,17,24.2,24.4
"11664",2008,2,18,24.8,23.8
"11904",2008,2,19,24.4,24
"12144",2008,2,20,23.4,23.8
"12384",2008,2,21,23.7,23.9
"12624",2008,2,22,24.7,24
"12864",2008,2,23,24.9,24
"13104",2008,2,24,25.2,24.2
"13344",2008,2,25,23,24.2
"13584",2008,2,26,24.8,24.2
"13824",2008,2,27,24.8,24.2
"14304",2008,2,29,20.8,22.3
"14544",2008,3,1,22.2,22.5
"14784",2008,3,2,22.6,22.7
"15024",2008,3,3,23.6,23
"15264",2008,3,4,24.4,23.6
"15504",2008,3,5,24.4,23.9
"15984",2008,3,7,25.2,24.4
"16224",2008,3,8,21.8,24.2
"16704",2008,3,10,22.8,23.2
"16944",2008,3,11,23.3,23
"17184",2008,3,12,22.9,22.9
"17424",2008,3,13,17.4,22.5
"17904",2008,3,15,24.2,23.8
"18144",2008,3,16,24.2,23.9
"18384",2008,3,17,24.3,24.6
"18624",2008,3,18,23.3,23.5
"18865",2008,3,19,24.3,23.9
"19105",2008,3,20,24.5,23.7
"19345",2008,3,21,23.2,24.2
"19585",2008,3,22,24.3,24.5
"19825",2008,3,23,23.6,24.3
"20065",2008,3,24,22.1,24.5
"20545",2008,3,26,21.2,23.5
"20785",2008,3,27,22.6,23.6
"21025",2008,3,28,23.5,23.6
"21505",2008,3,30,24.4,23.8
"21744",2008,3,31,24.6,24.7
"21984",2008,4,1,24.7,24.9
"22224",2008,4,2,25,24.9
"22464",2008,4,3,25,25.4
"22704",2008,4,4,25.3,25.5
